id,f1,f2,f3,f4,f5,f6,f7,f8,f9
8248,4196,473,56,5,275,289,2176,31,121
8249,6695,1152,56,16,201,329,1227,18,328
8250,7193,2910,56,163,194,138,442,0,140
8251,5311,3002,26,32,214,325,1509,21,324
8252,4040,2133,85,115,259,154,798,0,158
8253,6534,2743,56,99,209,222,1272,9,222
8254,6472,2858,56,142,51,33,1914,8,37
8255,1668,1085,0,27,444,192,766,9,196
8256,1287,2918,56,70,31,341,274,21,341
8257,5025,2385,31,91,272,217,1597,27,218
8258,1187,2744,60,107,415,240,2218,66,178
8259,717,1704,56,158,348,317,1450,50,171
8260,3283,219,56,163,151,169,1196,24,172
8261,7185,1385,56,5,120,231,1021,50,231
8262,7408,3359,81,111,233,72,1380,39,76
8263,250,3440,56,16,313,162,1193,50,165
8264,6607,1857,56,5,338,0,893,50,0
8265,3033,655,56,33,325,308,114,48,250
8266,39,1642,56,5,34,20,1780,4,24
8267,7456,3387,5,4,432,243,945,8,242
8268,7304,2737,22,30,375,20,1780,4,24
8269,1809,3295,56,142,423,249,893,50,248
8270,1851,2537,3,2,279,241,998,8,240
8271,2426,2423,56,70,438,134,124,34,282
8272,533,190,56,33,226,247,1307,26,246
8273,691,387,56,142,175,249,893,50,248
8274,7466,2469,56,142,346,31,2090,65,156
8275,5110,2997,3,2,426,211,401,53,213
8276,3957,1256,56,43,384,341,274,21,341
8277,1809,2367,56,5,93,162,893,50,165
8278,1931,3745,56,158,74,194,1095,66,198
8279,2012,1469,108,147,158,249,371,50,248
8280,1385,4074,56,16,377,189,1175,9,193
8281,1173,2488,47,56,216,154,879,0,158
8282,4913,1963,37,95,205,37,638,24,49
8283,806,3867,124,68,216,340,963,42,340
8284,5116,2460,56,70,335,162,893,50,165
8285,2238,241,56,16,345,329,1227,18,328
8286,6534,3411,56,142,6,323,239,39,211
8287,1186,811,59,76,219,154,881,0,158
8288,961,3581,59,76,233,154,881,0,158
8289,6534,2490,56,142,127,0,2082,50,0
8290,6692,1844,56,158,314,337,1618,22,337
8291,2979,430,56,5,90,276,2087,27,276
8292,922,3967,75,102,241,37,638,24,49
8293,509,2077,56,70,357,57,1303,3,60
8294,7036,747,56,70,31,162,893,50,165
8295,6402,3888,124,68,154,325,704,21,324
8296,4266,1580,56,43,364,249,893,50,248
8297,6703,47,84,114,158,162,371,50,165
8298,3726,2119,43,50,219,299,653,0,112
8299,6990,2528,56,158,314,337,1618,22,337
8300,7092,1577,58,75,233,299,2192,0,112
8301,1809,2842,56,158,320,144,2158,56,149
8302,698,1158,56,142,157,41,871,4,43
8303,4916,268,56,158,101,48,1618,22,51
8304,1120,3192,56,43,327,249,279,50,248
8305,5110,3042,56,57,404,293,1852,53,74
8306,3792,566,112,104,222,154,798,0,158
8307,1610,1076,37,44,448,19,2200,27,23
8308,2554,2114,56,57,70,0,1189,50,0
8309,5661,3568,60,107,229,154,950,0,158
8310,4574,220,56,142,367,251,1328,40,249
8311,3457,4151,56,99,321,194,1095,66,198
8312,6191,2209,56,142,157,274,726,4,274
8313,5397,3764,101,141,241,169,1515,24,172
8314,6222,1257,5,4,346,266,1369,65,265
8315,5810,3157,45,124,150,39,24,55,42
8316,3354,3684,56,158,215,325,1615,21,324
8317,2577,3915,45,124,240,154,881,0,158
8318,109,1062,56,5,166,315,260,56,315
8319,6025,2222,56,72,48,266,2090,65,265
8320,6479,3773,100,137,294,169,1721,24,172
8321,5770,2226,56,99,432,308,920,48,250
8322,1339,3455,56,142,332,162,893,50,165
8323,7371,214,56,142,316,269,1505,4,268
8324,3430,1088,56,5,273,240,384,66,178
8325,39,1496,22,30,413,269,2348,4,268
8326,65,1625,37,95,165,186,1057,66,190
8327,612,3912,37,44,373,25,1818,65,30
8328,4933,524,56,33,440,238,1088,50,237
8329,5382,2623,56,72,381,178,1190,39,205
8330,6370,2210,27,35,216,154,879,0,158
8331,1676,4208,56,16,374,329,78,18,328
8332,1696,3800,100,137,292,218,1602,57,219
8333,417,914,56,99,8,249,1193,50,248
8334,1385,2035,56,16,313,249,893,50,248
8335,2061,1575,22,30,375,33,1920,8,37
8336,3463,848,31,91,357,149,865,3,154
8337,4842,3889,56,5,448,249,893,50,248
8338,726,2170,56,142,157,91,726,4,93
8339,2134,329,22,30,239,144,869,56,149
8340,3042,588,56,99,267,84,1261,45,87
8341,5730,2632,52,66,240,156,881,66,113
8342,2420,3934,56,99,20,249,893,50,248
8343,1676,3952,56,158,293,281,242,31,281
8344,557,3756,56,16,37,0,2082,50,0
8345,2020,231,31,91,77,128,41,5,224
8346,6118,804,37,44,355,187,566,25,191
8347,5055,430,56,5,90,336,2087,27,336
8348,2454,1567,5,4,413,249,156,50,248
8349,2454,4089,56,70,412,175,882,4,188
8350,4047,3313,48,3,241,37,2242,24,49
8351,5105,332,56,5,206,8,933,4,9
8352,1120,41,56,57,356,249,1081,50,248
8353,6358,1131,56,16,156,335,2270,20,335
8354,1250,3832,56,43,364,249,1189,50,248
8355,844,1487,9,11,146,247,133,26,246
8356,6191,2511,114,154,268,189,939,9,193
8357,6221,3495,56,142,207,249,1193,50,248
8358,2332,2857,9,11,95,144,1103,56,149
8359,800,4035,56,158,348,216,821,23,217
8360,3961,3152,71,103,63,134,1505,34,282
8361,757,28,26,32,274,249,893,50,248
8362,6118,1188,56,142,157,242,1984,4,241
8363,5305,1641,56,142,157,91,1231,4,93
8364,511,686,56,16,284,17,1031,65,20
8365,7459,962,56,5,448,162,1193,50,165
8366,1120,3281,56,142,355,341,274,21,341
8367,7131,2656,56,5,359,290,1926,48,69
8368,7311,3265,56,158,407,249,893,50,248
8369,4996,1308,56,5,136,214,1914,5,216
8370,618,20,56,5,448,249,893,50,248
8371,2517,3680,56,99,12,0,916,50,0
8372,2405,2919,47,56,216,305,566,65,306
8373,4427,3849,56,158,215,249,1193,50,248
8374,3106,3106,40,86,219,154,881,0,158
8375,3957,2485,56,5,319,308,2303,48,250
8376,5305,2622,56,142,157,33,1953,8,37
8377,708,2174,74,101,316,241,1030,8,240
8378,6013,2948,56,72,48,266,1267,65,265
8379,6479,2218,100,137,292,151,1252,24,29
8380,1120,576,56,16,37,207,2285,28,181
8381,2866,2190,56,5,45,242,2234,4,241
8382,7513,1474,56,43,393,294,498,21,296
8383,5415,3390,56,142,117,249,158,50,248
8384,1878,3654,100,137,171,275,1138,5,275
8385,3993,1962,56,5,260,315,752,56,315
8386,1098,1068,56,142,376,249,893,50,248
8387,1105,1907,56,5,376,231,1088,50,231
8388,222,1885,100,137,294,283,30,24,286
8389,6695,3841,56,16,37,325,2164,21,324
8390,1089,3706,41,48,240,299,191,0,112
8391,2641,1684,75,102,268,189,939,9,193
8392,5311,3006,56,99,8,162,893,50,165
8393,3537,80,56,158,372,249,893,50,248
8394,4205,2940,56,5,237,266,2090,65,265
8395,1686,1350,100,137,205,191,1753,66,195
8396,670,2813,31,91,296,249,893,50,248
8397,4013,764,56,5,237,305,44,65,306
8398,4170,4103,41,48,240,299,1511,0,112
8399,1120,404,56,33,379,162,893,50,165
8400,1507,3286,31,91,325,0,565,50,0
8401,4808,1643,56,5,359,334,1732,4,334
8402,6063,2810,56,158,83,171,1641,34,174
8403,6368,3203,56,70,412,308,920,48,250
8404,4170,1495,40,86,240,154,881,0,158
8405,4911,3022,123,170,205,283,2319,24,286
8406,3430,2802,56,16,281,316,919,20,316
8407,3583,1375,55,69,6,4,1200,39,5
8408,483,1026,56,16,382,162,893,50,165
8409,5793,3650,56,57,230,231,835,50,231
8410,721,1504,100,137,104,169,84,24,172
8411,957,3096,31,91,272,217,1597,27,218
8412,6197,1363,22,30,27,13,1198,65,15
8413,222,3586,37,95,101,48,1316,22,51
8414,7066,109,56,70,31,162,893,50,165
8415,4786,3613,56,43,327,278,185,53,278
8416,4931,1108,63,121,341,194,1078,66,198
8417,2439,3090,56,33,379,0,2066,50,0
8418,6747,3811,56,5,337,144,1323,56,149
8419,563,3841,56,16,37,308,114,48,250
8420,800,3025,56,43,327,77,2249,23,81
8421,1218,3580,99,135,216,240,930,66,178
8422,3686,3923,56,142,376,252,462,50,252
8423,6191,4144,100,137,195,298,368,9,300
8424,1676,3932,56,16,37,162,893,50,165
8425,5465,1370,56,72,119,282,1476,30,284
8426,6534,3615,56,99,317,222,679,9,222
8427,75,2652,45,124,219,154,881,0,158
8428,4515,1256,56,43,212,329,14,18,328
8429,4432,1315,56,70,165,161,409,50,164
8430,1120,1552,56,142,197,132,489,23,136
8431,198,1942,84,114,37,336,2243,27,336
8432,2837,3673,56,70,350,290,2164,48,69
8433,2456,263,74,101,429,155,920,48,159
8434,4913,2805,37,95,241,236,1196,24,235
8435,5548,439,56,158,372,249,893,50,248
8436,3768,3841,56,16,37,308,114,48,250
8437,6534,3476,56,5,161,276,2087,27,276
8438,6370,2596,56,142,32,5,2118,4,6
8439,5717,3734,101,141,397,113,2212,25,119
8440,2866,2300,112,160,288,81,1463,1,84
8441,4361,1783,56,99,309,308,114,48,250
8442,3537,2359,56,158,372,162,893,50,165
8443,1120,3814,56,158,407,26,1296,31,31
8444,4570,2378,31,91,296,162,893,50,165
8445,4273,2479,56,142,355,290,920,48,69
8446,509,2049,39,46,233,57,1644,3,60
8447,6869,1727,56,158,314,295,735,22,297
8448,3369,2891,56,5,413,270,488,4,270
8449,3684,1609,47,56,216,154,798,0,158
8450,6065,1814,0,27,268,189,939,9,193
8451,2276,1727,56,158,101,337,1618,22,337
8452,6068,3702,112,152,372,249,1193,50,248
8453,1564,3951,57,71,56,249,893,50,248
8454,2073,3383,9,65,379,56,2083,29,58
8455,6087,2141,56,158,302,17,611,65,20
8456,3999,764,56,5,237,266,2090,65,265
8457,15,2866,56,16,345,249,893,50,248
8458,5741,607,45,173,240,299,1018,0,112
8459,7421,2541,56,158,348,249,893,50,248
8460,2866,896,56,158,74,194,1734,66,198
8461,3915,149,71,103,63,308,114,48,250
8462,3276,741,56,70,165,207,2285,28,181
8463,3736,1911,31,91,332,162,893,50,165
8464,2051,3258,121,96,268,298,1120,9,300
8465,2866,2518,56,142,318,91,726,4,93
8466,2454,2567,56,142,32,20,1605,4,24
8467,4459,450,56,5,161,249,1193,50,248
8468,5661,3486,46,54,233,200,685,14,202
8469,6534,3665,56,5,338,0,893,50,0
8470,349,4026,62,80,233,154,881,0,158
8471,1430,141,56,158,348,162,1193,50,165
8472,3927,1599,56,99,267,196,902,45,209
8473,6764,1530,103,97,233,299,2192,0,112
8474,7294,1962,56,5,260,315,531,56,315
8475,3457,4009,56,99,321,175,2265,4,188
8476,1809,2340,56,99,410,162,1193,50,165
8477,247,3312,56,70,370,162,893,50,165
8478,424,1324,3,2,275,158,2130,33,161
8479,7456,2647,56,142,276,274,563,4,274
8480,1852,1396,121,96,241,236,1196,24,235
8481,6060,2024,56,43,327,0,49,50,0
8482,924,3811,56,5,337,193,2310,43,197
8483,1395,782,56,43,228,325,1615,21,324
8484,7460,191,100,137,195,218,393,57,219
8485,5562,3923,56,142,376,252,462,50,252
8486,1120,1238,56,158,357,57,1172,3,60
8487,939,3665,56,5,338,0,893,50,0
8488,509,2687,56,16,374,287,384,20,290
8489,1093,696,26,32,424,162,893,50,165
8490,2439,2449,9,65,379,71,1931,23,75
8491,1120,1763,56,70,99,215,2179,20,65
8492,5490,3114,56,16,313,249,893,50,248
8493,1877,289,56,57,358,249,893,50,248
8494,7306,2095,56,5,44,341,274,21,341
8495,2031,4225,9,65,360,280,1997,29,280
8496,5524,1006,13,60,240,154,881,0,158
8497,1365,784,40,86,229,156,895,66,113
8498,5362,1469,108,147,158,249,371,50,248
8499,2020,3168,31,91,106,19,965,27,23
8500,666,3162,100,137,268,298,767,9,300
8501,6206,2973,56,57,189,296,1416,33,298
8502,2846,1132,56,16,284,17,507,65,20
8503,6171,4211,56,57,312,249,893,50,248
8504,6534,330,56,5,2,162,893,50,165
8505,6245,4115,56,16,302,177,778,20,203
8506,3066,1941,88,120,284,305,548,65,306
8507,5548,439,56,158,372,162,893,50,165
8508,5493,2918,56,70,31,325,1943,21,324
8509,5393,2328,47,56,216,63,1936,0,291
8510,6667,1625,37,44,31,76,2285,28,80
8511,4003,3823,56,5,65,194,1095,66,198
8512,4890,3655,56,5,448,0,271,50,0
8513,6358,1127,56,16,308,45,372,40,47
8514,922,3022,123,170,205,283,2319,24,286
8515,1160,2095,56,5,44,249,893,50,248
8516,210,3730,56,158,444,335,1482,20,335
8517,953,1670,56,5,87,10,448,20,12
8518,6198,1992,56,142,346,17,633,65,20
8519,6775,3271,56,16,328,162,1204,50,165
8520,953,1308,56,5,45,330,1914,8,329
8521,3633,727,71,103,44,162,893,50,165
8522,5718,438,121,96,241,37,1589,24,49
8523,407,286,56,5,161,0,1189,50,0
8524,5311,2027,121,96,268,189,939,9,193
8525,5397,4002,75,102,17,151,941,24,29
8526,224,2639,56,142,157,146,1652,25,151
8527,2456,1385,56,5,120,162,893,50,165
8528,979,3940,56,5,93,162,893,50,165
8529,557,1211,108,147,164,159,725,66,162
8530,1076,794,56,5,423,249,893,50,248
8531,4915,3281,56,142,355,308,114,48,250
8532,607,3637,56,70,335,249,893,50,248
8533,7456,427,56,142,423,259,1342,43,259
8534,2020,1723,56,99,209,192,679,9,196
8535,3645,532,56,16,373,17,44,65,20
8536,1676,1510,56,5,448,162,893,50,165
8537,1120,2583,56,158,200,120,129,18,126
8538,1239,3781,81,111,233,154,881,0,158
8539,1118,282,56,5,103,108,177,28,111
8540,1312,2180,66,84,216,154,879,0,158
8541,3961,2582,3,2,250,269,1794,4,268
8542,2543,231,31,91,301,128,932,5,224
8543,6193,106,56,43,351,0,1193,50,0
8544,2456,488,56,5,69,242,1737,4,241
8545,7403,248,94,128,216,154,1936,0,158
8546,4684,3303,56,142,355,341,274,21,341
8547,65,1213,56,142,406,192,679,9,196
8548,5729,876,60,159,233,299,193,0,112
8549,1335,2155,47,56,216,154,798,0,158
8550,2456,3038,56,142,399,249,893,50,248
8551,4040,1630,96,9,240,299,886,0,112
8552,1408,3192,56,43,327,162,1193,50,165
8553,5805,1266,13,174,233,39,359,55,42
8554,6198,2656,56,5,359,290,1926,48,69
8555,6191,2557,56,142,51,173,2273,4,176
8556,5724,3840,39,46,196,240,1885,66,178
8557,6085,3552,61,78,216,160,1254,0,163
8558,4359,3168,31,91,129,238,2143,50,237
8559,5676,23,26,32,5,162,893,50,165
8560,2866,2858,56,142,51,242,1933,4,241
8561,1120,1052,56,43,362,162,893,50,165
8562,6889,2401,56,5,376,238,1021,50,237
8563,3989,2979,56,158,270,317,1727,50,171
8564,5810,3059,56,142,332,53,1288,35,55
8565,5752,2179,117,156,259,156,881,66,113
8566,299,2332,56,99,410,249,1081,50,248
8567,6747,3857,56,33,440,276,1398,27,276
8568,5101,1666,56,57,414,77,1016,23,81
8569,4272,3038,56,142,399,249,893,50,248
8570,2454,1857,56,5,120,166,786,33,168
8571,5465,2118,35,39,216,154,879,0,158
8572,3927,4014,56,99,309,233,446,4,78
8573,6191,2523,56,142,157,33,480,8,37
8574,602,3449,56,70,335,0,893,50,0
8575,3957,1572,56,142,430,249,893,50,248
8576,3957,998,56,16,270,162,893,50,165
8577,4707,977,56,142,376,0,540,50,0
8578,3820,3456,67,85,240,160,798,0,163
8579,1875,3692,71,42,70,81,2194,1,84
8580,3684,3351,47,56,216,154,879,0,158
8581,4502,1705,56,158,348,0,893,50,0
8582,1264,1413,56,16,345,249,893,50,248
8583,1676,80,56,158,372,162,893,50,165
8584,4251,3275,56,99,440,162,893,50,165
8585,4278,112,56,33,440,249,893,50,248
8586,1676,414,56,5,423,162,893,50,165
8587,1553,1128,61,78,216,299,1781,0,112
8588,3225,1398,56,16,218,249,893,50,248
8589,7114,2788,56,16,341,19,2087,27,23
8590,4550,1864,56,16,382,194,1671,66,198
8591,2737,4104,57,71,56,162,1764,50,165
8592,2600,753,56,70,31,276,2087,27,276
8593,4247,1727,56,158,314,295,735,22,297
8594,1442,3271,56,16,328,335,919,20,335
8595,3961,3917,56,142,399,0,893,50,0
8596,425,2547,56,142,169,269,1505,4,268
8597,5941,3573,59,76,229,299,2210,0,112
8598,3185,1181,124,68,216,57,863,3,60
8599,2804,490,56,99,334,194,1095,66,198
8600,5585,2366,87,119,219,156,895,66,113
8601,2426,2803,74,101,203,241,1030,8,240
8602,2624,3911,56,57,426,0,1189,50,0
8603,5846,4070,56,72,128,111,659,6,117
8604,309,3006,56,99,51,308,920,48,250
8605,75,3157,45,173,233,299,2150,0,112
8606,1609,2388,56,158,257,249,893,50,248
8607,2051,2363,56,5,45,194,1095,66,198
8608,384,3583,56,5,65,304,1460,58,305
8609,5304,1603,71,103,183,54,2177,1,56
8610,241,1579,65,83,372,249,893,50,248
8611,6198,2556,56,142,51,269,2205,4,268
8612,2140,4015,51,62,241,236,1847,24,235
8613,2837,289,56,57,358,0,893,50,0
8614,3173,1472,22,30,248,266,2238,65,265
8615,2543,4127,56,99,368,249,1081,50,248
8616,6382,2082,56,142,231,162,1193,50,165
8617,5306,2042,113,153,73,269,1505,4,268
8618,2702,385,56,43,228,162,1021,50,165
8619,1120,2353,56,33,440,162,1193,50,165
8620,3416,3726,37,95,241,151,2319,24,29
8621,3729,3675,37,44,448,162,893,50,165
8622,7456,214,56,142,316,269,1505,4,268
8623,5095,122,56,43,327,249,893,50,248
8624,4895,94,56,16,374,301,384,20,302
8625,3001,3849,56,158,215,249,893,50,248
8626,5397,3114,56,16,313,249,893,50,248
8627,984,1281,77,79,240,154,881,0,158
8628,3217,1857,56,5,120,162,893,50,165
8629,1676,1314,56,57,312,249,893,50,248
8630,6796,2656,56,5,359,242,2273,4,241
8631,537,2482,56,72,128,319,552,6,318
8632,2456,2703,56,5,413,269,1649,4,268
8633,978,2421,40,130,240,299,886,0,112
8634,3458,2901,56,5,376,162,893,50,165
8635,3052,2367,56,5,90,162,1193,50,165
8636,1508,696,26,32,424,0,893,50,0
8637,440,1114,56,57,326,162,893,50,165
8638,2984,3916,31,91,296,164,1307,26,166
8639,1036,4100,56,16,270,162,1193,50,165
8640,3749,2693,56,70,282,162,893,50,165
8641,5188,1018,39,46,229,299,403,0,112
8642,4273,1517,56,5,399,162,893,50,165
8643,4293,2853,56,142,207,162,1193,50,165
8644,953,3218,56,142,376,249,893,50,248
8645,4308,753,56,70,31,161,409,50,164
8646,4219,3491,55,69,233,299,798,0,112
8647,761,2756,3,2,27,93,1198,65,95
8648,1702,241,56,16,345,162,893,50,165
8649,3039,1001,56,70,99,121,11,20,127
8650,953,2713,56,142,63,315,2158,56,315
8651,4685,2493,56,16,439,249,893,50,248
8652,1507,115,56,142,387,162,893,50,165
8653,5311,2550,56,5,279,194,1095,66,198
8654,5382,3101,62,80,6,4,1461,39,5
8655,6031,3202,56,43,228,162,893,50,165
8656,66,3963,71,103,428,305,1843,65,306
8657,3197,1679,56,142,84,26,95,31,31
8658,4243,3678,56,33,188,0,893,50,0
8659,6402,3513,124,68,222,299,886,0,112
8660,6200,332,56,5,206,269,2228,4,268
8661,1508,28,26,32,274,249,893,50,248
8662,5013,823,56,142,423,162,893,50,165
8663,64,2781,56,158,444,121,1482,20,127
8664,4003,543,56,5,311,144,524,56,149
8665,5087,2961,32,138,270,325,274,21,324
8666,3133,60,46,54,233,299,191,0,112
8667,2439,1177,9,11,434,280,845,29,280
8668,6534,2170,56,142,157,8,726,4,9
8669,4248,3935,56,158,348,162,1193,50,165
8670,3820,3210,83,113,240,299,1122,0,112
8671,953,2596,56,142,32,20,1780,4,24
8672,1120,2030,56,33,12,0,893,50,0
8673,4691,3670,87,119,216,13,388,65,15
8674,1383,1510,56,5,448,162,893,50,165
8675,1186,150,43,50,91,240,2131,66,178
8676,5400,1849,56,70,31,76,1351,28,80
8677,1120,1856,56,5,255,240,83,66,178
8678,2691,3823,56,5,65,194,1095,66,198
8679,1852,4097,37,95,241,37,638,24,49
8680,1120,447,56,5,161,162,893,50,165
8681,5494,77,56,43,155,0,1189,50,0
8682,1337,3476,56,5,161,276,1831,27,276
8683,5612,3128,56,72,248,194,1759,66,198
8684,221,3800,100,137,292,218,1602,57,219
8685,2949,2417,56,142,346,31,2090,65,156
8686,800,2686,56,158,4,194,1095,66,198
8687,5767,701,56,5,90,10,1203,20,12
8688,7456,3477,56,5,82,325,1615,21,324
8689,7024,2699,56,5,206,269,1505,4,268
8690,652,4230,56,16,417,10,300,20,12
8691,3961,1167,7,61,252,242,187,4,241
8692,2632,514,56,5,359,33,2097,8,37
8693,1252,1763,56,70,99,215,2179,20,65
8694,4462,2766,56,5,359,173,114,4,176
8695,241,897,56,158,74,48,509,22,51
8696,3688,2157,61,78,216,160,1254,0,163
8697,366,2400,71,103,56,186,893,66,190
8698,3684,1758,61,78,216,154,798,0,158
8699,6017,255,112,152,357,316,919,20,316
8700,2543,1924,9,65,57,162,2111,50,165
8701,1330,1241,94,128,216,156,995,66,113
8702,1329,3348,124,68,222,75,1002,66,59
8703,1120,290,56,57,70,0,893,50,0
8704,1676,2442,56,158,372,325,274,21,324
8705,1931,1833,40,86,233,154,881,0,158
8706,7456,2011,7,61,346,266,2090,65,265
8707,922,786,48,3,397,187,211,25,191
8708,6870,1697,56,16,36,0,1571,50,0
8709,5251,2473,56,57,312,0,1189,50,0
8710,7370,2258,56,142,409,329,157,18,328
8711,1294,2963,18,24,327,162,893,50,165
8712,1500,1829,67,85,240,160,798,0,163
8713,298,1948,56,57,426,211,401,53,213
8714,6191,168,56,5,413,194,1095,66,198
8715,5747,681,13,60,240,299,672,0,112
8716,1127,701,56,5,273,24,232,20,28
8717,3207,3951,57,71,56,249,1764,50,248
8718,7517,4047,101,141,241,36,2178,24,40
8719,6519,753,56,70,31,161,409,50,164
8720,1182,498,62,80,219,156,895,66,113
8721,4040,2136,35,39,216,154,879,0,158
8722,248,199,112,152,372,249,1193,50,248
8723,2167,3751,56,99,317,218,1495,57,219
8724,3502,573,56,16,281,316,919,20,316
8725,2051,1046,124,68,222,156,907,66,113
8726,435,580,56,142,367,269,1469,4,268
8727,1312,89,66,84,216,156,1900,66,113
8728,2866,499,56,5,181,5,2118,4,6
8729,7342,2196,100,137,241,169,790,24,172
8730,5311,2969,56,99,340,326,610,19,325
8731,567,2667,46,54,233,299,191,0,112
8732,2429,3741,51,62,241,236,686,24,235
8733,2482,2399,56,33,211,0,893,50,0
8734,1520,4226,13,60,240,154,886,0,158
8735,3999,4002,75,102,205,36,1434,24,40
8736,4969,2019,56,33,379,162,893,50,165
8737,4524,413,56,142,355,249,893,50,248
8738,2837,2627,56,33,29,296,2222,33,298
8739,1441,2296,75,102,241,169,215,24,172
8740,2543,2989,56,33,188,164,1523,26,166
8741,1120,2406,24,34,376,249,893,50,248
8742,412,525,56,57,426,162,893,50,165
8743,2031,3283,9,11,360,234,1886,32,233
8744,6236,1845,56,158,258,326,119,19,325
8745,2761,2036,56,16,201,208,409,50,208
8746,1882,434,56,43,114,0,435,50,0
8747,6534,3706,41,48,240,299,191,0,112
8748,2438,13,56,43,187,162,893,50,165
8749,2543,2905,56,33,160,162,893,50,165
8750,2420,231,31,91,77,128,41,5,224
8751,3648,105,56,43,155,276,2087,27,276
8752,5991,3265,56,158,407,162,1193,50,165
8753,6,2125,56,5,275,249,893,50,248
8754,366,1107,56,142,231,162,893,50,165
8755,3957,2274,56,16,382,294,1387,21,296
8756,2454,1628,56,5,173,144,1151,56,149
8757,1272,730,58,75,233,299,191,0,112
8758,1340,848,31,91,357,316,300,20,316
8759,3997,523,32,138,397,305,44,65,306
8760,6529,3628,56,70,99,104,566,20,107
8761,721,1472,22,30,248,266,2238,65,265
8762,5600,4199,56,99,269,162,893,50,165
8763,7209,442,56,142,346,305,943,65,306
8764,1120,803,56,5,423,0,1214,50,0
8765,502,2892,56,70,39,301,384,20,302
8766,3820,3456,67,85,240,160,2174,0,163
8767,6766,2813,31,91,296,162,893,50,165
8768,6276,753,56,70,31,276,2087,27,276
8769,5423,3281,56,142,355,161,1342,50,164
8770,2288,4104,57,71,56,162,1764,50,165
8771,2885,1633,40,47,405,240,1598,66,178
8772,2245,1918,115,155,153,57,0,3,60
8773,204,3604,56,33,67,266,1241,65,265
8774,5412,2299,56,158,372,207,2285,28,181
8775,4913,921,56,163,151,169,1196,24,172
8776,6692,466,56,158,366,31,1793,65,156
8777,7094,2566,56,5,359,173,549,4,176
8778,5382,3474,59,76,6,201,1525,39,180
8779,1467,3790,56,99,368,308,554,48,250
8780,2754,2769,74,101,123,334,1792,4,334
8781,3470,1936,12,15,341,57,389,3,60
8782,5846,3065,56,43,30,325,1615,21,324
8783,1423,3181,56,43,228,276,2087,27,276
8784,6801,3240,35,39,216,299,1781,0,112
8785,1668,157,56,142,157,269,1505,4,268
8786,5379,435,56,43,114,207,1351,28,181
8787,4210,3065,56,43,30,341,274,21,341
8788,3999,3862,101,141,241,151,941,24,29
8789,953,1270,56,33,400,249,893,50,248
8790,6249,3161,81,111,229,154,881,0,158
8791,3957,3032,123,170,241,169,1196,24,172
8792,724,396,56,5,90,316,1670,20,316
8793,229,1085,0,27,444,192,1232,9,196
8794,2456,2271,56,142,10,8,1732,4,9
8795,1634,1685,56,33,324,0,2258,50,0
8796,7486,4135,69,92,368,341,1583,21,341
8797,562,3704,56,16,270,249,893,50,248
8798,6743,223,56,142,10,269,1505,4,268
8799,5684,568,74,101,27,17,1177,65,20
8800,3957,1695,5,4,252,330,2126,8,329
8801,2456,2210,27,35,216,154,879,0,158
8802,6189,3849,56,158,215,249,893,50,248
8803,953,3613,56,43,327,249,893,50,248
8804,2543,1053,56,33,226,249,1842,50,248
8805,5381,3736,100,137,397,218,2333,57,219
8806,1587,4015,51,62,241,236,1847,24,235
8807,6534,3859,99,98,73,334,1051,4,334
8808,6240,2388,56,158,257,162,893,50,165
8809,72,955,56,16,373,240,2209,66,178
8810,6534,2084,71,103,376,164,1307,26,166
8811,7446,1327,31,91,410,49,2306,5,52
8812,3957,2375,56,33,440,249,893,50,248
8813,4682,3919,56,158,372,162,893,50,165
8814,2543,3857,56,33,440,276,2087,27,276
8815,2805,1994,56,142,419,162,893,50,165
8816,2128,3916,31,91,296,0,435,50,0
8817,5397,2077,56,70,357,57,1172,3,60
8818,1312,3780,13,174,233,299,881,0,112
8819,1245,2583,56,158,200,120,129,18,126
8820,1464,1558,117,156,225,154,798,0,158
8821,3839,3925,56,158,348,249,1193,50,248
8822,1120,190,56,33,226,164,1307,26,166
8823,7310,1263,37,44,348,19,2087,27,23
8824,6680,3767,56,70,335,162,893,50,165
8825,4890,331,56,5,93,162,893,50,165
8826,157,2918,56,70,31,325,1943,21,324
8827,5768,3271,56,16,328,10,164,20,12
8828,1311,2727,35,39,216,154,879,0,158
8829,2837,3714,85,115,259,156,955,66,113
8830,109,3013,56,57,189,144,1105,56,149
8831,6322,1018,39,46,229,299,403,0,112
8832,3927,4009,56,99,321,175,2265,4,188
8833,6819,3593,1,0,111,0,1104,50,0
8834,210,328,56,142,207,121,327,20,127
8835,3957,1840,56,158,58,325,114,21,324
8836,2502,1129,56,70,165,161,44,50,164
8837,3006,1398,56,16,218,247,1307,26,246
8838,4163,136,56,33,349,162,893,50,165
8839,6069,2033,56,70,335,162,1193,50,165
8840,7289,2596,56,142,32,5,2118,4,6
8841,3876,374,37,95,241,151,788,24,29
8842,6120,1559,56,142,207,162,893,50,165
8843,1686,3407,37,95,241,169,1196,24,172
8844,6164,434,56,43,114,162,893,50,165
8845,6563,2573,56,5,206,308,1568,48,250
8846,4550,2419,56,142,347,194,811,66,198
8847,6281,3205,56,16,382,194,1095,66,198
8848,6692,468,56,5,346,31,2090,65,156
8849,7192,3982,75,102,241,169,1985,24,172
8850,3336,3677,56,158,348,162,893,50,165
8851,203,794,56,5,423,249,893,50,248
8852,6373,1308,56,5,136,214,1914,5,216
